,timestamp,sum_count,mean_count,mean_temp,mean_humidity,mean_wind_speed,pearson
0,2015-01-04,9234,384.75,2.4791666666666665,94.27083333333331,7.5,0.26865161047488584
1,2015-01-11,129038,772.6826347305389,9.002994011976048,75.00898203592814,22.71556886227545,0.9517480853640384
2,2015-01-18,139559,830.7083333333334,6.863095238095238,73.0922619047619,20.61904761904762,0.9562420531034431
3,2015-01-25,146866,874.202380952381,3.4345238095238093,78.60416666666667,11.922619047619047,0.9532486921052561
4,2015-02-01,133247,793.1369047619048,5.351190476190476,73.44642857142857,21.761904761904763,0.9545581150562849
5,2015-02-08,134441,800.2440476190476,3.008928571428572,76.88988095238095,13.633928571428571,0.948975474622494
6,2015-02-15,143398,858.6706586826348,5.889221556886228,81.58383233532935,9.74251497005988,0.9531709426653171
7,2015-02-22,129474,770.6785714285714,6.020833333333333,78.53869047619048,15.014880952380953,0.9104945910359867
8,2015-03-01,140617,837.0059523809524,8.038690476190476,72.6547619047619,21.125,0.9554099265154047
9,2015-03-08,168203,1001.2083333333334,8.145833333333334,66.19940476190476,19.77083333333333,0.952325488153959
10,2015-03-15,161724,962.6428571428572,8.139880952380953,69.8125,14.541666666666666,0.9535685175729937
11,2015-03-22,156080,929.047619047619,7.235119047619047,77.44345238095238,12.845238095238097,0.9555998980499525
12,2015-03-29,149578,895.6766467065868,8.823353293413174,70.17215568862275,16.980538922155688,0.9519413416893717
13,2015-04-05,134460,824.9079754601227,9.263803680981596,69.26073619631902,19.79754601226994,0.9522219738703946
14,2015-04-12,203412,1210.7857142857142,11.291666666666666,68.63988095238095,13.62202380952381,0.9262874814603907
15,2015-04-19,209653,1247.934523809524,12.160714285714286,63.38690476190476,16.916666666666668,0.9555507934780321
16,2015-04-26,208842,1243.107142857143,11.43452380952381,71.04464285714286,14.345238095238097,0.951574966100514
17,2015-05-03,192898,1148.202380952381,10.425595238095235,65.32440476190476,18.87797619047619,0.9513559502820587
18,2015-05-10,195779,1165.3511904761904,13.94047619047619,66.65178571428571,21.95833333333333,0.9537744023596029
19,2015-05-17,216039,1285.946428571429,13.723214285714286,63.598214285714285,17.80952380952381,0.9502784696183567
20,2015-05-24,205288,1221.952380952381,13.660714285714286,63.51190476190476,17.711309523809526,0.9513321446955503
21,2015-05-31,205332,1222.2142857142858,13.973214285714286,60.282738095238095,18.639880952380956,0.9524280797045865
22,2015-06-07,233421,1414.6727272727271,15.784848484848483,59.63333333333333,20.5,0.9559096897528031
23,2015-06-14,231062,1375.3690476190477,15.357142857142858,67.05952380952381,17.232142857142858,0.9528850395156546
24,2015-06-21,242413,1442.934523809524,17.041666666666668,63.15476190476191,16.258928571428573,0.9545464128935646
25,2015-06-28,243948,1452.071428571429,18.291666666666668,60.333333333333336,16.12797619047619,0.9555006875722745
26,2015-07-05,270921,1612.625,21.916666666666668,59.29166666666666,15.636904761904765,0.9554976451895972
27,2015-07-12,298845,1778.8392857142858,19.25297619047619,57.92261904761905,17.967261904761905,0.9552211629756983
28,2015-07-19,249837,1496.0299401197606,19.58682634730539,66.54790419161677,18.07185628742515,0.9487826162926837
29,2015-07-26,205906,1247.9151515151516,17.83939393939394,66.72424242424242,16.439393939393938,0.9472912908507016
30,2015-08-02,263898,1570.821428571429,17.297619047619047,59.88392857142857,17.696428571428573,0.9556711337478463
31,2015-08-09,294204,1751.2142857142858,19.48809523809524,64.21130952380952,14.110119047619047,0.9540639817394148
32,2015-08-16,221949,1321.125,18.50595238095238,72.16964285714286,12.928571428571429,0.9503695625962462
33,2015-08-23,241489,1437.434523809524,19.604166666666668,66.4077380952381,14.05952380952381,0.956918208243764
34,2015-08-30,180358,1073.559523809524,17.163690476190474,77.2202380952381,15.288690476190476,0.931724342164863
35,2015-09-06,177780,1058.2142857142858,14.491071428571429,73.27083333333333,11.050595238095235,0.9506809966222244
36,2015-09-13,219702,1373.1375,15.509375,71.375,13.021875,0.9469825160113782
37,2015-09-20,197401,1182.0419161676646,14.706586826347303,77.05988023952096,13.547904191616766,0.9514686417289173
38,2015-09-27,204719,1218.565476190476,13.913690476190476,74.12797619047619,13.589285714285714,0.9109401918712815
39,2015-10-04,231420,1377.5,13.854166666666666,73.10119047619048,12.907738095238097,0.9524322116686001
40,2015-10-11,198156,1186.562874251497,13.961077844311378,80.10179640718563,12.161676646706589,0.9459177213287449
41,2015-10-18,190331,1174.882716049383,11.632716049382717,76.01543209876543,12.876543209876544,0.9560306207668449
42,2015-10-25,182200,1091.0179640718563,12.2125748502994,76.00299401197604,10.677644710578845,0.955438244378884
43,2015-11-01,188302,1120.845238095238,12.767857142857142,87.29464285714286,11.229166666666666,0.8534245070967028
44,2015-11-08,165774,986.75,13.886904761904765,87.64880952380952,14.035714285714286,0.9492704679892654
45,2015-11-15,168285,1001.6964285714286,13.726190476190476,75.44642857142857,24.696428571428573,0.9518820731271406
46,2015-11-22,150553,940.95625,9.9375,73.03125,22.971875,0.9485823898641256
47,2015-11-29,148954,886.6309523809524,9.125,78.16666666666667,19.547619047619047,0.9529661792100012
48,2015-12-06,159110,952.754491017964,12.592814371257486,73.9880239520958,24.739520958083837,0.9567366779674723
49,2015-12-13,151206,921.9878048780488,10.96951219512195,78.34756097560975,18.445121951219512,0.9559215657555389
50,2015-12-20,152942,910.3690476190476,12.958333333333334,79.89285714285714,17.104166666666668,0.9502788498084495
51,2015-12-27,104984,624.9047619047619,12.523809523809524,75.74702380952381,24.3125,0.7461925857762928
52,2016-01-03,77375,460.5654761904762,10.175595238095235,77.0922619047619,19.321428571428573,0.25521124583024235
53,2016-01-10,131124,780.5,8.160714285714286,81.31547619047619,14.473214285714286,0.9450542499931134
54,2016-01-17,140962,839.0595238095239,4.800595238095238,75.86011904761905,18.348214285714285,0.955593052970955
55,2016-01-24,145665,867.0535714285714,5.523809523809524,78.51488095238095,10.586309523809524,0.9524623336771281
56,2016-01-31,142906,850.6309523809524,10.348214285714286,74.77380952380952,26.163690476190474,0.9566821256651041
57,2016-02-07,147458,882.9820359281437,9.784431137724551,71.41916167664671,27.131736526946103,0.9520988543837774
58,2016-02-14,138002,851.8641975308642,5.660493827160494,74.43518518518519,18.910493827160494,0.9552240980445823
59,2016-02-21,136314,816.251497005988,6.832335329341317,77.02994011976048,18.434131736526947,0.9556497209999161
60,2016-02-28,147551,878.2797619047619,5.1875,68.00297619047619,12.866071428571429,0.9543191061752319
61,2016-03-06,138035,821.6369047619048,6.050595238095238,72.27083333333333,19.00297619047619,0.9492017573196815
62,2016-03-13,152600,908.3333333333334,6.059523809523809,79.24404761904762,11.75297619047619,0.9430247943694883
63,2016-03-20,161047,958.6130952380952,6.797619047619048,74.77678571428571,15.607142857142858,0.9521024184871817
64,2016-03-27,144580,944.967320261438,9.46078431372549,70.32352941176471,14.026143790849671,0.9396382037367191
65,2016-04-03,160295,954.1369047619048,9.473214285714286,68.25595238095238,17.633928571428573,0.9219561016843157
66,2016-04-10,168357,1008.125748502994,9.574850299401197,70.58083832335329,17.610778443113773,0.956543238773195
67,2016-04-17,177345,1055.625,10.717261904761903,69.08928571428571,11.36904761904762,0.9532707124004388
68,2016-04-24,188072,1119.4761904761904,9.223214285714286,66.59821428571429,16.467261904761905,0.9527674476820546
69,2016-05-01,187875,1118.303571428571,8.214285714285714,62.57142857142857,16.979166666666668,0.9520254369275459
70,2016-05-08,254422,1514.4166666666667,14.794642857142858,58.8125,14.74702380952381,0.9458286429704073
71,2016-05-15,216669,1289.696428571429,14.741071428571429,72.42559523809524,14.523809523809524,0.9542830406510362
72,2016-05-22,224543,1336.565476190476,14.68154761904762,69.49702380952381,14.973214285714286,0.952974512661814
73,2016-05-29,237277,1412.3630952380952,13.836309523809524,70.52083333333333,13.24404761904762,0.9540887747527091
74,2016-06-05,194727,1159.0892857142858,13.413690476190476,83.41666666666667,16.288690476190474,0.8416040404831675
75,2016-06-12,235193,1399.9583333333333,17.214285714285715,72.9077380952381,10.020833333333334,0.9532899974180395
76,2016-06-19,217387,1293.970238095238,16.104166666666668,76.55059523809524,13.761904761904765,0.9440617768907578
77,2016-06-26,195117,1275.2745098039215,18.176470588235293,75.60130718954248,15.581699346405228,0.89455673902691
78,2016-07-03,222949,1327.077380952381,16.636904761904763,69.86904761904762,18.601190476190474,0.9463035293658428
79,2016-07-10,259198,1542.845238095238,18.81845238095238,64.99404761904762,17.779761904761905,0.9555837407031738
80,2016-07-17,250622,1491.797619047619,18.351190476190474,69.77083333333333,17.31845238095238,0.9561339768443595
81,2016-07-24,291167,1733.1369047619048,22.56547619047619,62.96428571428572,12.636904761904765,0.9481504890171059
82,2016-07-31,272820,1653.4545454545455,19.715151515151515,64.16363636363636,14.403030303030302,0.9511725578412663
83,2016-08-07,253644,1518.8263473053892,19.62574850299401,67.32035928143712,19.050898203592816,0.9558387002525673
84,2016-08-14,280387,1668.970238095238,18.699404761904763,58.24107142857143,17.491071428571427,0.9542099851484764
85,2016-08-21,238752,1446.9818181818182,18.48787878787879,70.18787878787879,17.096969696969698,0.9550384597777631
86,2016-08-28,251893,1499.3630952380952,22.544642857142858,65.0952380952381,12.761904761904765,0.9490957127300617
87,2016-09-04,194685,1486.145038167939,19.637404580152676,64.2175572519084,14.629770992366412,0.9520039627140978
88,2016-09-11,238507,1419.684523809524,19.93154761904762,72.56845238095238,13.077380952380953,0.9502230906374921
89,2016-09-18,248059,1476.5416666666667,20.172619047619047,70.7797619047619,12.919642857142858,0.940163789670089
90,2016-09-25,252688,1504.095238095238,17.523809523809526,67.6875,11.529761904761903,0.9521295405441987
91,2016-10-02,221933,1321.029761904762,15.657738095238097,72.86011904761905,15.928571428571429,0.9458201859439282
92,2016-10-09,228403,1359.5416666666667,13.654761904761903,70.25297619047619,15.032738095238097,0.9529136111652862
93,2016-10-16,204882,1219.5357142857142,12.035714285714286,77.27380952380952,11.794642857142858,0.9541399716491726
94,2016-10-23,207662,1236.0833333333333,11.717261904761903,76.11309523809524,15.035714285714286,0.9551966925469919
95,2016-10-30,215683,1291.5149700598802,12.840319361277444,81.09281437125749,9.57884231536926,0.9484009424182136
96,2016-11-06,184202,1096.440476190476,8.744047619047619,78.10416666666667,11.458333333333334,0.9532705889534385
97,2016-11-13,143718,860.5868263473054,7.494011976047904,79.70958083832335,13.353293413173652,0.9455698292490008
98,2016-11-20,163293,971.9821428571428,9.696428571428571,79.9672619047619,18.9375,0.9514435512801656
99,2016-11-27,165801,986.9107142857144,8.803571428571429,79.53571428571429,14.87797619047619,0.9525022073181162
100,2016-12-04,166707,992.3035714285714,5.020833333333333,75.26190476190476,11.473214285714286,0.9556050412235629
101,2016-12-11,174112,1036.3809523809523,9.886904761904765,87.47916666666667,12.470238095238097,0.9546607699208766
102,2016-12-18,168680,1004.047619047619,9.1875,90.50595238095238,8.985119047619047,0.9551020135560521
103,2016-12-25,151948,904.452380952381,9.0625,81.61309523809524,17.470238095238095,0.9275143586224963
104,2017-01-01,78188,465.4047619047619,5.169642857142857,88.25,11.345238095238097,0.38709928375476316
105,2017-01-08,31259,651.2291666666666,3.5625,82.27083333333333,15.052083333333334,0.852893038283233
